class,confidence_prediction,confidence_threshold,true_label
nature_remo,0.64,0.6484045534354725,nature_remo
irobot_roomba,0.6770189276041724,0.7039889751178636,nature_remo
nature_remo,0.63,0.6484045534354725,nature_remo
nature_remo,0.62,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.63,0.6484045534354725,nature_remo
nature_remo,0.61,0.6484045534354725,nature_remo
nature_remo,0.55,0.6484045534354725,nature_remo
nature_remo,0.58,0.6484045534354725,nature_remo
nature_remo,0.6,0.6484045534354725,nature_remo
nature_remo,0.61,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.63,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.61,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.63,0.6484045534354725,nature_remo
nature_remo,0.63,0.6484045534354725,nature_remo
nature_remo,0.54,0.6484045534354725,nature_remo
nature_remo,0.59,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.63,0.6484045534354725,nature_remo
nature_remo,0.56,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.63,0.6484045534354725,nature_remo
nature_remo,0.62,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.63,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.59,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.62,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.61,0.6484045534354725,nature_remo
nature_remo,0.54,0.6484045534354725,nature_remo
nature_remo,0.57,0.6484045534354725,nature_remo
nature_remo,0.6,0.6484045534354725,nature_remo
nature_remo,0.59,0.6484045534354725,nature_remo
nature_remo,0.6,0.6484045534354725,nature_remo
nature_remo,0.63,0.6484045534354725,nature_remo
nature_remo,0.58,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.61,0.6484045534354725,nature_remo
nature_remo,0.58,0.6484045534354725,nature_remo
nature_remo,0.62,0.6484045534354725,nature_remo
nature_remo,0.61,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.6,0.6484045534354725,nature_remo
nature_remo,0.58,0.6484045534354725,nature_remo
nature_remo,0.59,0.6484045534354725,nature_remo
irobot_roomba,0.6858444916166051,0.7039889751178636,nature_remo
nature_remo,0.62,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.62,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.55,0.6484045534354725,nature_remo
nature_remo,0.62,0.6484045534354725,nature_remo
nature_remo,0.6,0.6484045534354725,nature_remo
nature_remo,0.61,0.6484045534354725,nature_remo
nature_remo,0.62,0.6484045534354725,nature_remo
nature_remo,0.58,0.6484045534354725,nature_remo
nature_remo,0.61,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.61,0.6484045534354725,nature_remo
nature_remo,0.55,0.6484045534354725,nature_remo
nature_remo,0.59,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.57,0.6484045534354725,nature_remo
nature_remo,0.63,0.6484045534354725,nature_remo
nature_remo,0.59,0.6484045534354725,nature_remo
nature_remo,0.6,0.6484045534354725,nature_remo
nature_remo,0.62,0.6484045534354725,nature_remo
link_japan_eremote,0.6367647591865606,0.7354424401961304,nature_remo
nature_remo,0.62,0.6484045534354725,nature_remo
nature_remo,0.62,0.6484045534354725,nature_remo
nature_remo,0.63,0.6484045534354725,nature_remo
nature_remo,0.57,0.6484045534354725,nature_remo
nature_remo,0.61,0.6484045534354725,nature_remo
nature_remo,0.51,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.6,0.6484045534354725,nature_remo
nature_remo,0.59,0.6484045534354725,nature_remo
nature_remo,0.6,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.6,0.6484045534354725,nature_remo
nature_remo,0.62,0.6484045534354725,nature_remo
nature_remo,0.59,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.62,0.6484045534354725,nature_remo
nature_remo,0.5998749030396177,0.6484045534354725,nature_remo
nature_remo,0.61,0.6484045534354725,nature_remo
nature_remo,0.569937407958849,0.6484045534354725,nature_remo
nature_remo,0.57,0.6484045534354725,nature_remo
nature_remo,0.61,0.6484045534354725,nature_remo
nature_remo,0.56,0.6484045534354725,nature_remo
nature_remo,0.62,0.6484045534354725,nature_remo
nature_remo,0.6,0.6484045534354725,nature_remo
nature_remo,0.45,0.6484045534354725,nature_remo
nature_remo,0.6,0.6484045534354725,nature_remo
nature_remo,0.62,0.6484045534354725,nature_remo
nature_remo,0.59,0.6484045534354725,nature_remo
nature_remo,0.61,0.6484045534354725,nature_remo
nature_remo,0.58,0.6484045534354725,nature_remo
nature_remo,0.63,0.6484045534354725,nature_remo
nature_remo,0.6,0.6484045534354725,nature_remo
nature_remo,0.61,0.6484045534354725,nature_remo
nature_remo,0.61,0.6484045534354725,nature_remo
nature_remo,0.55,0.6484045534354725,nature_remo
nature_remo,0.63,0.6484045534354725,nature_remo
nature_remo,0.58,0.6484045534354725,nature_remo
nature_remo,0.61,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.62,0.6484045534354725,nature_remo
nature_remo,0.61,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.63,0.6484045534354725,nature_remo
nature_remo,0.61,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.63,0.6484045534354725,nature_remo
nature_remo,0.63,0.6484045534354725,nature_remo
nature_remo,0.6,0.6484045534354725,nature_remo
nature_remo,0.58,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.58,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.62,0.6484045534354725,nature_remo
nature_remo,0.63,0.6484045534354725,nature_remo
nature_remo,0.6,0.6484045534354725,nature_remo
nature_remo,0.6,0.6484045534354725,nature_remo
nature_remo,0.63,0.6484045534354725,nature_remo
nature_remo,0.59,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.62,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.57,0.6484045534354725,nature_remo
nature_remo,0.58,0.6484045534354725,nature_remo
nature_remo,0.6478975500462281,0.6484045534354725,nature_remo
nature_remo,0.6,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.6,0.6484045534354725,nature_remo
nature_remo,0.52,0.6484045534354725,nature_remo
nature_remo,0.63,0.6484045534354725,nature_remo
nature_remo,0.6,0.6484045534354725,nature_remo
nature_remo,0.62,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.61,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.6,0.6484045534354725,nature_remo
nature_remo,0.61,0.6484045534354725,nature_remo
nature_remo,0.59,0.6484045534354725,nature_remo
nature_remo,0.61,0.6484045534354725,nature_remo
nature_remo,0.61,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.62,0.6484045534354725,nature_remo
nature_remo,0.63,0.6484045534354725,nature_remo
nature_remo,0.63,0.6484045534354725,nature_remo
nature_remo,0.63,0.6484045534354725,nature_remo
nature_remo,0.6,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.63,0.6484045534354725,nature_remo
nature_remo,0.61,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.57,0.6484045534354725,nature_remo
nature_remo,0.6,0.6484045534354725,nature_remo
nature_remo,0.58,0.6484045534354725,nature_remo
nature_remo,0.57,0.6484045534354725,nature_remo
nature_remo,0.62,0.6484045534354725,nature_remo
nature_remo,0.61,0.6484045534354725,nature_remo
nature_remo,0.61,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.58,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.61,0.6484045534354725,nature_remo
nature_remo,0.57,0.6484045534354725,nature_remo
nature_remo,0.63,0.6484045534354725,nature_remo
nature_remo,0.59,0.6484045534354725,nature_remo
nature_remo,0.63,0.6484045534354725,nature_remo
nature_remo,0.58,0.6484045534354725,nature_remo
nature_remo,0.62,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.62,0.6484045534354725,nature_remo
nature_remo,0.61,0.6484045534354725,nature_remo
nature_remo,0.64,0.6484045534354725,nature_remo
nature_remo,0.59,0.6484045534354725,nature_remo
nature_remo,0.62,0.6484045534354725,nature_remo
nature_remo,0.63,0.6484045534354725,nature_remo
nature_remo,0.63,0.6484045534354725,nature_remo
amazon_echo_gen2,0.5601389000312869,0.9609296300214812,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.75,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.79,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.797414192770977,0.8514329907564308,jvc_kenwood_cu-hb1
amazon_echo_gen2,0.6047240400055618,0.9609296300214812,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.59,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.7687085847785292,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.66,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.65,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.78,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.64,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.66,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.7,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.61,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.68,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.65,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.65,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.61,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.62,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.68,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.62,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.72,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.64,0.8514329907564308,jvc_kenwood_cu-hb1
panasonic_doorphone,0.6355173675890944,0.9359550970107237,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.71,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.73,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.57,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.59,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.71,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.71,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.63,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.62,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.6,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.68,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.69,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.77,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.73,0.8514329907564308,jvc_kenwood_cu-hb1
candy_house_sesami_wi-fi_access_point,0.6686509348443433,0.9275888296362337,jvc_kenwood_cu-hb1
candy_house_sesami_wi-fi_access_point,0.6200477652848343,0.9275888296362337,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.59,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.69,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.7946983556689033,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.79,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.68,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.75,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.6711182122262795,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.59,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.6,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.6789905408138046,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.62,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.58,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.7,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.67,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.63,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.72,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.62,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.63,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.66,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.63,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.66,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.82,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.59,0.8514329907564308,jvc_kenwood_cu-hb1
au_network_camera,0.6621778941775578,0.7929061444505349,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.73,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.71,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.66,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.54,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.64,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.75,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.63,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.73,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.63,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.6354496758747699,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.68,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.57,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.64,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.67,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.59,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.64,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.63,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.6792963281350549,0.8514329907564308,jvc_kenwood_cu-hb1
philips_hue_bridge,0.653491757722011,0.7397032660962076,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.68,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.63,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.71,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.6,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.61,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.62,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.6296392351090533,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.63,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.5796392351090534,0.8514329907564308,jvc_kenwood_cu-hb1
powerelectric_wi-fi_plug,0.64371942268808,0.8279243017319668,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.71,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.62,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.61,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.62,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.63,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.64,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.6015256926475471,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.61,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.64,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.67,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.68,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.67,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.73,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.76,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.61,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.65,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.64,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.75,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.68,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.61,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.6495160166183811,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.63,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.6989905408138045,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.8000107304675523,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.7468573501849654,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.6205806535774733,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.74,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.65,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.59,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.56,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.56,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.69,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.68,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.64,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.66,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.69,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.63,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.62,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.61,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.64,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.63,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.68,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.71,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.61,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.69,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.71,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.6,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.65,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.57,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.62,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.64,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.66,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.6,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.51,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.58,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.7776648087583066,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.6,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.66,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.63,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.52,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.71,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.64,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.63,0.8514329907564308,jvc_kenwood_cu-hb1
planex_smacam_outdoor,0.5945431302969898,0.7169006507866079,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.67,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.7,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.6,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.73,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.61,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.76,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.67,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.57,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.61,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.61,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.73,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.63,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.63,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.68,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.67,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.72,0.8514329907564308,jvc_kenwood_cu-hb1
jvc_kenwood_cu-hb1,0.8129991176874405,0.8514329907564308,jvc_kenwood_cu-hb1
